responden_id,Q1. Apakah Anda bersedia menjadi responden dalam penelitian ini?,Apakah Anda memenuhi seluruh kriteria responden di atas?,jenis_kelamin,usia,semester,uang_saku_bulanan,perguruan_tinggi,frekuensi_penggunaan,jenis_transaksi_dominan,jumlah_ewallet_aktif_raw,ewallet_utama,ewallet_digunakan,lama_penggunaan,nominal_transaksi,pengeluaran_ewallet_bulanan,alasan_utama,kondisi_penggunaan,promo_memengaruhi,frekuensi_pindah_promo,Q22/S1.1. E-wallet membantu saya melakukan transaksi dengan lebih cepat.,Q23/S1.2. E-wallet membuat aktivitas pembayaran saya menjadi lebih praktis.,Q24/S1.3. E-wallet membantu saya memenuhi kebutuhan transaksi sehari-hari.,Q25/S1.4. E-wallet lebih efisien dibandingkan pembayaran tunai dalam beberapa situasi.,Q26/S2.1. Aplikasi e-wallet mudah saya gunakan.,Q27/S2.2. Fitur-fitur pada e-wallet mudah saya pahami.,Q28/S2.3. Saya tidak mengalami kesulitan saat melakukan transaksi menggunakan e-wallet.,Q29/S2.4. Proses top-up saldo e-wallet mudah dilakukan.,Q30/S3.1. Saya merasa saldo saya aman saat menggunakan e-wallet.,Q31/S3.2. Saya merasa transaksi menggunakan e-wallet terlindungi dengan baik.,"Q32/S3.3. Fitur keamanan seperti PIN, OTP, atau verifikasi biometrik membuat saya merasa lebih aman.",Q33/S3.4. Saya merasa data pribadi saya aman saat menggunakan e-wallet.,Q34/S4.1. Saya percaya penyedia e-wallet mampu menjaga keamanan transaksi saya.,Q35/S4.2. Saya percaya penyedia e-wallet akan membantu jika terjadi masalah transaksi.,Q36/S4.3. Saya percaya informasi pribadi saya dikelola dengan baik oleh penyedia e-wallet.,Q37/S4.4. Saya merasa nyaman menyimpan saldo di aplikasi e-wallet.,Q38/S5.1. Promo atau cashback membuat saya lebih tertarik menggunakan e-wallet.,Q39/S5.2. Saya lebih sering menggunakan e-wallet ketika ada promo atau diskon.,Q40/S5.3. Saya memilih e-wallet tertentu karena promo yang ditawarkan lebih menarik.,Q41/S5.4. Promo atau cashback menjadi salah satu alasan utama saya menggunakan e-wallet.,Q42/S6.1. Saya khawatir saldo e-wallet saya dapat hilang karena kesalahan sistem atau penyalahgunaan akun.,Q43/S6.2. Saya khawatir data pribadi saya disalahgunakan saat menggunakan e-wallet.,Q44/S6.3. Saya merasa penggunaan e-wallet memiliki risiko keamanan tertentu.,Q45/S6.4. Saya ragu menggunakan e-wallet untuk transaksi dengan nominal besar.,fitur_dibutuhkan,perlu_ditingkatkan,niat_lanjut,kepuasan,saran,S1_kegunaan_mean,S2_kemudahan_mean,S3_keamanan_mean,S4_kepercayaan_mean,S5_promo_insentif_mean,S6_persepsi_risiko_mean,jumlah_ewallet_dari_multiselect,jumlah_ewallet_outlier_flag,jumlah_ewallet_aktif_clean,usia_clean,semester_encoded,uang_saku_encoded,frekuensi_penggunaan_encoded,lama_penggunaan_encoded,nominal_transaksi_encoded,pengeluaran_ewallet_bulanan_encoded,promo_memengaruhi_encoded,frekuensi_pindah_promo_encoded,niat_lanjut_encoded,kepuasan_encoded,cluster,nama_segmen
11,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,22.0,Semester 8,Kurang dari Rp500.000,Universitas Islam Negeri Sumatera Utara,"Cukup sering, 3–5 kali dalam seminggu",Transfer ke teman / orang lain,2.0,DANA,"DANA, ShopeePay",2 tahun – kurang dari 3 tahun,Rp25.000 – Rp49.999,Kurang dari Rp100.000,Praktis dan cepat,Saat transfer ke teman/keluarga,Cukup memengaruhi,Jarang,4.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,"Transfer gratis, Pembayaran UKT/kampus, Keamanan akun yang lebih kuat",Jumlah merchant yang menerima e-wallet,Ragu-ragu,4.0,,4.0,4.5,3.25,3.25,2.25,4.25,2,False,2.0,22.0,8.0,1,3,4,2,1,3,2,3,4.0,1,Pengguna Aktif Responsif Promo
12,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Laki-Laki,20.0,Semester 2,Kurang dari Rp500.000,Universitas Islam Negeri Sumatera Utara,"Jarang, 1–2 kali dalam seminggu",Pembayaran tagihan,2.0,DANA,DANA,2 tahun – kurang dari 3 tahun,Rp25.000 – Rp49.999,Kurang dari Rp100.000,Praktis dan cepat,Saat melakukan pembayaran rutin,Cukup memengaruhi,Jarang,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,"Transfer gratis, Top-up mudah dan murah, Pembayaran UKT/kampus, Keamanan akun yang lebih kuat",Perlindungan data pribadi,Berniat,3.0,Gunakanlah e-wallet dengan bijak dan sesuai dengan kebutuhan,3.0,4.0,3.75,4.0,3.0,3.5,1,False,2.0,20.0,2.0,1,2,4,2,1,3,2,4,3.0,1,Pengguna Aktif Responsif Promo
13,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Laki-Laki,21.0,Semester 8,Kurang dari Rp500.000,Universitas Islam Negeri Sumatera Utara,"Cukup sering, 3–5 kali dalam seminggu",Pembelian makanan/minuman,1.0,DANA,"GoPay, OVO",3 tahun atau lebih,Rp100.000 – Rp199.999,Rp300.000 – Rp499.999,Praktis dan cepat,Saat membeli makanan/minuman,Tidak memengaruhi,Tidak pernah,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,"Promo makanan/minuman, Transfer gratis, Top-up mudah dan murah, Pembayaran transportasi, Riwayat transaksi yang jelas",Biaya admin,Sangat berniat,5.0,-,5.0,5.0,4.5,4.25,2.0,1.5,2,False,1.0,21.0,8.0,1,3,5,4,3,2,1,5,5.0,1,Pengguna Aktif Responsif Promo
14,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Laki-Laki,22.0,Semester 8,Rp1.000.000 – Rp1.499.999,Universitas Islam Negeri Sumatera Utara,"Sangat jarang, kurang dari 1 kali dalam seminggu",Pembelian makanan/minuman,1.0,DANA,"DANA, GoPay, ShopeePay",3 tahun atau lebih,Rp100.000 – Rp199.999,Rp300.000 – Rp499.999,Praktis dan cepat,Saat membeli makanan/minuman,Tidak memengaruhi,Tidak pernah,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,"Transfer gratis, Top-up mudah dan murah",Perlindungan data pribadi,Ragu-ragu,3.0,,4.0,4.0,3.25,3.0,3.0,3.0,3,False,1.0,22.0,8.0,3,1,5,4,3,2,1,3,3.0,2,Pengguna Positif Moderat/Selektif
15,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,21.0,Semester 6,Kurang dari Rp500.000,STMIK IKMI CIREBON,"Cukup sering, 3–5 kali dalam seminggu",Belanja online,5.0,GoPay,"DANA, GoPay, ShopeePay",3 tahun atau lebih,Rp100.000 – Rp199.999,Rp300.000 – Rp499.999,Praktis dan cepat,Saat belanja online,Cukup memengaruhi,Sering,5.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Promo makanan/minuman, Transfer gratis, Top-up mudah dan murah",Jumlah promo/cashback,Sangat berniat,5.0,,4.25,4.5,3.75,4.0,5.0,5.0,3,False,5.0,21.0,6.0,1,3,5,4,3,3,4,5,5.0,1,Pengguna Aktif Responsif Promo
16,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Laki-Laki,18.0,Semester 2,Rp500.000 – Rp999.999,Universitas Padjajaran,"Sering, 6–10 kali dalam seminggu",Pembelian makanan/minuman,3.0,DANA,"DANA, GoPay, ShopeePay",2 tahun – kurang dari 3 tahun,Rp25.000 – Rp49.999,Rp100.000 – Rp299.999,Tidak perlu membawa uang tunai,Saat membeli makanan/minuman,Tidak memengaruhi,Tidak pernah,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Promo makanan/minuman, Cashback transaksi, Transfer gratis, Top-up mudah dan murah, Pembayaran UKT/kampus, Pembayaran transportasi, Keamanan akun yang lebih kuat, Riwayat transaksi yang jelas, Integrasi dengan aplikasi belanja/transportasi",Layanan bantuan/customer service,Sangat berniat,5.0,"jika terjadi kendala atau sesuatu pada sistem, untuk pihak e wallet khususnya dalam membantu customer dalam menghadapi suatu kendala yang terjadi pada cust tersebut",5.0,4.75,5.0,3.5,1.0,1.0,3,False,3.0,18.0,2.0,2,4,4,2,2,2,1,5,5.0,2,Pengguna Positif Moderat/Selektif
17,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Laki-Laki,21.0,Semester 8,Kurang dari Rp500.000,Universitas Islam Negeri Sumatera Utara,"Cukup sering, 3–5 kali dalam seminggu",Transfer ke teman / orang lain,4.0,GoPay,GoPay,6 bulan – kurang dari 1 tahun,Rp25.000 – Rp49.999,Kurang dari Rp100.000,Banyak promo/cashback,Saat transfer ke teman/keluarga,Sangat memengaruhi,Sering,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,"Promo makanan/minuman, Cashback transaksi, Transfer gratis, Pembayaran UKT/kampus, Keamanan akun yang lebih kuat",Jumlah promo/cashback,Berniat,4.0,"Pengalaman sebagai pengguna baru dalam menggunakann apk eWallet (GoPay) membuat saya merasa sangat terbantu, karena promo dan cashbacknya Semoga eWallet ini dan lainnya akan banyak lagi promo promo lainnya. Sehingga akan memudahkan semuanya untuk transaksi sehari hari",4.0,4.0,2.5,3.5,4.75,3.75,1,False,4.0,21.0,8.0,1,3,2,2,1,5,4,4,4.0,1,Pengguna Aktif Responsif Promo
18,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,22.0,Semester 6,Rp500.000 – Rp999.999,UINSU,"Cukup sering, 3–5 kali dalam seminggu",Pembelian pulsa / paket data,4.0,DANA,"DANA, GoPay, OVO, ShopeePay",3 tahun atau lebih,Rp200.000 atau lebih,Rp300.000 – Rp499.999,Mudah untuk transfer uang,Saat transfer ke teman/keluarga,Cukup memengaruhi,Jarang,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,"Promo makanan/minuman, Cashback transaksi, Transfer gratis, Top-up mudah dan murah, Pembayaran transportasi, Integrasi dengan aplikasi belanja/transportasi",Biaya admin,Berniat,4.0,utk saat ini tdk ada sih,3.75,4.25,4.0,4.0,3.5,4.0,4,False,4.0,22.0,6.0,2,3,5,5,3,3,2,4,4.0,1,Pengguna Aktif Responsif Promo
19,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,20.0,Semester 6,Rp500.000 – Rp999.999,Universitas Islam Negeri Sumatera Utara,"Sering, 6–10 kali dalam seminggu",Pembelian makanan/minuman,3.0,DANA,"DANA, GoPay, ShopeePay",3 tahun atau lebih,Rp25.000 – Rp49.999,Rp1.000.000 atau lebih,Praktis dan cepat,Saat tidak membawa uang tunai,Cukup memengaruhi,Jarang,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,4.0,4.0,5.0,"Promo makanan/minuman, Transfer gratis, Top-up mudah dan murah, Pembayaran UKT/kampus, Pembayaran transportasi, Riwayat transaksi yang jelas",Keamanan akun,Berniat,4.0,,4.0,4.0,3.5,3.5,3.0,4.5,3,False,3.0,20.0,6.0,2,4,5,2,5,3,2,4,4.0,1,Pengguna Aktif Responsif Promo
20,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,22.0,Semester 8,Rp1.000.000 – Rp1.499.999,Universitas Padjadjaran,"Sangat sering, lebih dari 10 kali dalam seminggu",Pembelian makanan/minuman,2.0,GoPay,"GoPay, OVO, ShopeePay",3 tahun atau lebih,Kurang dari Rp25.000,Rp1.000.000 atau lebih,Praktis dan cepat,Saat membeli makanan/minuman,Tidak memengaruhi,Jarang,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Promo makanan/minuman, Cashback transaksi, Transfer gratis, Top-up mudah dan murah, Keamanan akun yang lebih kuat, Riwayat transaksi yang jelas",Jumlah promo/cashback,Sangat berniat,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,3,False,2.0,22.0,8.0,3,5,5,1,5,2,2,5,5.0,1,Pengguna Aktif Responsif Promo
21,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,19.0,Semester 2,Kurang dari Rp500.000,Universitas Islam Negeri Jakarta,"Cukup sering, 3–5 kali dalam seminggu",Transfer ke teman / orang lain,2.0,GoPay,"GoPay, ShopeePay",3 tahun atau lebih,Kurang dari Rp25.000,Rp100.000 – Rp299.999,Praktis dan cepat,Saat membeli makanan/minuman,Sangat memengaruhi,Sangat sering,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,"Promo makanan/minuman, Cashback transaksi, Transfer gratis, Top-up mudah dan murah, Pembayaran UKT/kampus, Keamanan akun yang lebih kuat",Keamanan akun,Berniat,5.0,"Sebagai mahasiswa saya merasa sangat terbantu dengan adanya e-wallet untuk menyimpan uang karena tidak ada biaya admin. Namun, saya juga khawatir dengan banyaknya berita beredar saldo yang tiba-tiba hilang ataupun akun diretas",4.5,4.75,3.5,3.25,5.0,4.75,2,False,2.0,19.0,2.0,1,3,5,1,2,5,5,4,5.0,1,Pengguna Aktif Responsif Promo
22,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,18.0,Semester 2,Rp500.000 – Rp999.999,Universitas Islam Negeri Sumatera Utara,"Cukup sering, 3–5 kali dalam seminggu",Pembelian pulsa / paket data,3.0,DANA,"DANA, GoPay, ShopeePay",2 tahun – kurang dari 3 tahun,Rp25.000 – Rp49.999,Rp300.000 – Rp499.999,Praktis dan cepat,Saat tidak membawa uang tunai,Memengaruhi,Jarang,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,"Promo makanan/minuman, Transfer gratis, Keamanan akun yang lebih kuat",Perlindungan data pribadi,Berniat,5.0,"Selama saya menggunakan e-wallet sudah sangat bagus tetapi untuk penyimpanan uang dengan jumlah besar sedikit ragu, karena rawan untuk di retas, mungkin bisa keamanannya lebih diperketat agar pengguna merasa aman menyimpan uang dengan jumlah besar",4.0,4.0,4.0,4.0,4.0,3.5,3,False,3.0,18.0,2.0,2,3,4,2,3,4,2,4,5.0,1,Pengguna Aktif Responsif Promo
23,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,20.0,Semester 6,Rp1.500.000 – Rp1.999.999,Universitas Telkom,"Sangat sering, lebih dari 10 kali dalam seminggu",Transportasi,3.0,OVO,"OVO, ShopeePay, lainnya",3 tahun atau lebih,Rp25.000 – Rp49.999,Rp300.000 – Rp499.999,Tidak perlu membawa uang tunai,Saat membeli makanan/minuman,Sangat memengaruhi,Sangat sering,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,"Promo makanan/minuman, Cashback transaksi, Transfer gratis, Top-up mudah dan murah, Pembayaran UKT/kampus, Pembayaran transportasi, Keamanan akun yang lebih kuat, Riwayat transaksi yang jelas, Integrasi dengan aplikasi belanja/transportasi",Jumlah promo/cashback,Sangat berniat,5.0,"Sejauh ini pengalaman saya menggunakan e-wallet sangat baik, dikarenakan setiap hari saya menggunakan Ojek Online untuk transportasi, maka dari itu sangat membantu proses transaksinya",5.0,5.0,5.0,5.0,4.0,4.25,3,False,3.0,20.0,6.0,4,5,5,2,3,5,5,5,5.0,1,Pengguna Aktif Responsif Promo
24,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,21.0,Semester 7,Rp1.500.000 – Rp1.999.999,Universitas Islam Negeri Sumatera Utara,"Cukup sering, 3–5 kali dalam seminggu",Hiburan / langganan digital,3.0,OVO,ShopeePay,3 tahun atau lebih,Rp25.000 – Rp49.999,Rp300.000 – Rp499.999,Praktis dan cepat,Saat belanja online,Memengaruhi,Sangat sering,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,"Promo makanan/minuman, Transfer gratis, Top-up mudah dan murah, Keamanan akun yang lebih kuat, Riwayat transaksi yang jelas",Biaya admin,Berniat,4.0,"Aku perna saldo OVO aku terpotong untuk pembayayan Google Play Store, padahal OVO aku cuma jadi backup payment itupun untuk Google Drive, kenapa aku tiba-tiba bisa berlangganan Google Play Store coba, ini ngga tau salah e-wallet apa salah Google nya.",3.5,4.25,2.75,2.75,4.75,4.0,1,False,3.0,21.0,7.0,4,3,5,2,3,4,5,4,4.0,1,Pengguna Aktif Responsif Promo
25,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,21.0,Semester 8,Rp1.500.000 – Rp1.999.999,UINSU,"Sering, 6–10 kali dalam seminggu",Pembelian makanan/minuman,5.0,DANA,DANA,3 tahun atau lebih,Rp200.000 atau lebih,Rp500.000 – Rp999.999,Praktis dan cepat,Saat tidak membawa uang tunai,Memengaruhi,Kadang-kadang,5.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,4.0,2.0,Top-up mudah dan murah,Keamanan akun,Berniat,4.0,Bebas Admin,4.5,4.0,4.25,4.5,4.25,3.5,1,False,5.0,21.0,8.0,4,4,5,5,4,4,3,4,4.0,1,Pengguna Aktif Responsif Promo
26,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Laki-Laki,22.0,Semester 8,Kurang dari Rp500.000,Universitas Islam Negeri Sumatera Utara,"Sangat sering, lebih dari 10 kali dalam seminggu",Pembelian makanan/minuman,3.0,DANA,"DANA, GoPay, ShopeePay, LinkAja",3 tahun atau lebih,Rp50.000 – Rp99.999,Rp500.000 – Rp999.999,Praktis dan cepat,Saat membeli makanan/minuman,Memengaruhi,Kadang-kadang,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,"Transfer gratis, Top-up mudah dan murah",Jumlah merchant yang menerima e-wallet,Sangat berniat,5.0,,5.0,5.0,5.0,5.0,3.0,2.0,4,False,3.0,22.0,8.0,1,5,5,3,4,4,3,5,5.0,1,Pengguna Aktif Responsif Promo
27,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,23.0,Semester 8,Rp500.000 – Rp999.999,uinversitas islam negeri sumatera utara,"Cukup sering, 3–5 kali dalam seminggu",Pembelian makanan/minuman,3.0,DANA,"DANA, GoPay, OVO, ShopeePay",3 tahun atau lebih,Rp50.000 – Rp99.999,Rp100.000 – Rp299.999,Praktis dan cepat,Saat membeli makanan/minuman,Memengaruhi,Kadang-kadang,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,"Promo makanan/minuman, Transfer gratis, Top-up mudah dan murah",Keamanan akun,Berniat,4.0,,4.75,5.0,3.5,3.0,3.0,4.0,4,False,3.0,23.0,8.0,2,3,5,3,2,4,3,4,4.0,1,Pengguna Aktif Responsif Promo
28,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,20.0,Semester 6,Rp1.500.000 – Rp1.999.999,Universitas Islam Negeri Sumatera Utara,"Cukup sering, 3–5 kali dalam seminggu",Belanja online,3.0,ShopeePay,"DANA, GoPay, ShopeePay",2 tahun – kurang dari 3 tahun,Rp50.000 – Rp99.999,Rp100.000 – Rp299.999,Praktis dan cepat,Saat belanja online,Cukup memengaruhi,Sering,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,"Promo makanan/minuman, Cashback transaksi, Pembayaran UKT/kampus, Keamanan akun yang lebih kuat",Jumlah promo/cashback,Berniat,5.0,,4.75,5.0,4.5,4.0,3.25,3.25,3,False,3.0,20.0,6.0,4,3,4,3,2,3,4,4,5.0,1,Pengguna Aktif Responsif Promo
29,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,21.0,Semester 6,Rp500.000 – Rp999.999,Universitas IsIam Negeri Sumatra Utara,"Cukup sering, 3–5 kali dalam seminggu",Pembelian makanan/minuman,2.0,DANA,"DANA, ShopeePay",2 tahun – kurang dari 3 tahun,Rp25.000 – Rp49.999,Rp300.000 – Rp499.999,Mudah untuk transfer uang,Saat transfer ke teman/keluarga,Cukup memengaruhi,Kadang-kadang,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,"Transfer gratis, Top-up mudah dan murah",Biaya admin,Berniat,4.0,,3.75,4.0,4.0,3.5,4.0,3.75,2,False,2.0,21.0,6.0,2,3,4,2,3,3,3,4,4.0,1,Pengguna Aktif Responsif Promo
30,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Laki-Laki,21.0,Semester 8,Rp500.000 – Rp999.999,Universitas Islam Negeri Sumatera Utara,"Sangat sering, lebih dari 10 kali dalam seminggu",Pembelian makanan/minuman,3.0,GoPay,"DANA, GoPay, ShopeePay",3 tahun atau lebih,Kurang dari Rp25.000,Rp100.000 – Rp299.999,Praktis dan cepat,Saat membeli makanan/minuman,Sangat tidak memengaruhi,Kadang-kadang,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,"Promo makanan/minuman, Cashback transaksi, Transfer gratis, Top-up mudah dan murah, Pembayaran UKT/kampus, Pembayaran transportasi, Riwayat transaksi yang jelas",Perlindungan data pribadi,Sangat berniat,4.0,,5.0,5.0,3.25,3.25,4.25,4.75,3,False,3.0,21.0,8.0,2,5,5,1,2,1,3,5,4.0,1,Pengguna Aktif Responsif Promo
31,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Laki-Laki,19.0,Semester 2,Rp1.000.000 – Rp1.499.999,uinsu,"Sangat sering, lebih dari 10 kali dalam seminggu",Hiburan / langganan digital,4.0,DANA,"DANA, GoPay, ShopeePay",3 tahun atau lebih,Rp25.000 – Rp49.999,Rp1.000.000 atau lebih,Mudah untuk belanja online,Saat belanja online,Cukup memengaruhi,Kadang-kadang,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,"Cashback transaksi, Transfer gratis, Pembayaran UKT/kampus",Jumlah promo/cashback,Berniat,4.0,jangan terlalu banyak menyimpan saldo di e wallet,4.0,3.75,3.75,3.75,3.0,2.25,3,False,4.0,19.0,2.0,3,5,5,2,5,3,3,4,4.0,1,Pengguna Aktif Responsif Promo
32,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Laki-Laki,19.0,Semester 2,Kurang dari Rp500.000,UIN Syarif Hidayatullah jakarta,"Jarang, 1–2 kali dalam seminggu",Pembelian makanan/minuman,3.0,DANA,"DANA, ShopeePay, lainnya",Kurang dari 6 bulan,Kurang dari Rp25.000,Kurang dari Rp100.000,Praktis dan cepat,Saat membeli makanan/minuman,Sangat memengaruhi,Kadang-kadang,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"Promo makanan/minuman, Cashback transaksi, Transfer gratis, Top-up mudah dan murah, Pembayaran UKT/kampus, Pembayaran transportasi, Keamanan akun yang lebih kuat",Biaya admin,Berniat,3.0,Biaya adminnya kak,3.5,4.0,4.0,3.0,4.0,4.0,3,False,3.0,19.0,2.0,1,2,1,1,1,5,3,4,3.0,1,Pengguna Aktif Responsif Promo
33,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,22.0,Semester 8,Rp1.500.000 – Rp1.999.999,Universitas Islam Negeri Sumatera Utara,"Sering, 6–10 kali dalam seminggu",Pembelian makanan/minuman,4.0,DANA,"DANA, GoPay, OVO, ShopeePay",3 tahun atau lebih,Rp50.000 – Rp99.999,Rp300.000 – Rp499.999,Praktis dan cepat,Saat membeli makanan/minuman,Cukup memengaruhi,Kadang-kadang,5.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,5.0,5.0,3.0,"Promo makanan/minuman, Transfer gratis, Top-up mudah dan murah, Riwayat transaksi yang jelas",Layanan bantuan/customer service,Berniat,4.0,"Pernah menyimpan saldo yg cukup banyak disalah satu e-wallet di atas, saya kira aman setidaknya sampai saya membutuhkan saldo tersebut, tapi 2 hari kemudian ternyata akun saya mendadak tidak bisa dibuka, seakan bermasalah, dan ketika e-wallet tersebut dibuka kembali, saldo saya justru sudah tidak ada. saat dicek di riwayat transaksi, saldo tersebut dinyatakan tidak terdata sama sekali. sudah melaporkan ke CS e-wallet tersebut, tapi tidak ada tindakan, dan akhirnya hanya bisa ikhlas dan memutuskan tidak akan pernah menggunakan e-wallet itu lagi.",4.25,3.75,2.75,3.25,3.0,4.5,4,False,4.0,22.0,8.0,4,4,5,3,3,3,3,4,4.0,1,Pengguna Aktif Responsif Promo
